snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,supportCNL1L2L3,supportL1L2L3,L1,L2,L3,a,fromValue,fromUnit,b,toValue,toUnit
Echocardiography (procedure),40701008,Echocardiogram,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The whole procedure will usually take between 15 and 60 minutes, and you'll normally be able to go home shortly afterwards.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Genus Norovirus (organism),407359000,Norovirus (vomiting bug),IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,"It can be very unpleasant, but usually goes away in about 2 days",NHS,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Dysphagia (disorder),40739000,Dysphagia (swallowing problems),IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0165289256198347,PEG tubes are designed for long-term use and last several months before they need replacing.,NHS,0.0003865481252415,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Dysphagia (disorder),40739000,Dysphagia (swallowing problems),PERMANENT,0.0011520737327188,"Many cases of dysphagia can be improved with careful management, but a cure isn't always possible",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Genus Cytomegalovirus (organism),407444007,Cytomegalovirus (CMV),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"If you do have symptoms, they normally get better on their own within about 3 weeks.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Autoimmune hepatitis (disorder),408335007,Autoimmune hepatitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Depending on your situation, you may require lifelong treatment.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Allergy - specialty (qualifier value),408439002,Allergies,PERMANENT,0.0023041474654377,"While most allergies can't be cured, treatments can help relieve your allergy symptoms.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Counseling (procedure),409063005,Counselling,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"You may be offered a single session of counselling, a short course of sessions over a few weeks or months, or a longer course that lasts for several months or years.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Counseling (procedure),409063005,Counselling,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The therapist can help you gain a better understanding of your feelings and thought processes, and find your own solutions to problems",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Hypothyroidism (disorder),40930008,Hypothyroidism,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Problems tend to develop slowly, often over a number of years.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Hypothyroidism (disorder),40930008,Hypothyroidism,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"But if this condition is diagnosed within the first few months of life, the chances of normal development are excellent.",MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Hypothyroidism (disorder),40930008,Underactive thyroid (hypothyroidism),PERMANENT,0.0023041474654377,"An underactive thyroid is a lifelong condition, so you'll usually need to take levothyroxine for the rest of your life.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Hypothyroidism (disorder),40930008,Hypothyroidism,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"In that case, you'll need to take thyroid hormone for life.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Anthrax (disorder),409498004,Anthrax,PERMANENT,0.0011520737327188,Prompt treatment with antibiotics can cure most anthrax infections.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Anthrax (disorder),409498004,Anthrax,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Your body being unable to respond to infection normally, leading to damage of multiple organ systems (sepsis)",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,Weakness and tingling in your extremities are usually the first symptoms.,MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,"After the first signs and symptoms, the condition tends to progressively worsen for about two weeks",MAYO,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,"Although most people eventually recover fully, the condition is generally painful and requires hospitalization and months of rehabilitation.",MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0075187969924812,"Although some people can take months and even years to recover, most people with Guillain-Barre syndrome experience this general timeline:",MAYO,0.0003865481252415,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Guillain-Barré syndrome (disorder),40956001,Guillain-Barré syndrome,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,The vast majority of people recover within a year.,NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Guillain-Barré syndrome (disorder),40956001,Guillain-Barré syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,Most people are treated in hospital and usually need to stay in hospital for a few weeks to a few months.,NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0048543689320388,But two-thirds of patients report symptoms of an infection in the six weeks preceding.,MAYO,0.0005798221878623,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Up to 22% of people with Guillain-Barre syndrome need temporary help from a machine to breathe within the first week when they're hospitalized for treatment.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Guillain-Barré syndrome (disorder),40956001,Guillain-Barre syndrome,PERMANENT,0.0023041474654377,"There's no known cure for Guillain-Barre syndrome, but several treatments can ease symptoms and reduce the duration of the illness.",MAYO,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Guillain-Barré syndrome (disorder),40956001,Guillain-Barré syndrome,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Treatment for Guillain-Barré syndrome can help reduce the symptoms and speed up recovery.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Benign neoplasm of peripheral nerve (disorder),409660009,Benign peripheral nerve tumor,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,An intraneural perineurioma occurs most commonly in children and young adults and typically causes gradually progressive weakness and sensory loss involving an arm or leg.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Mitral valve prolapse (disorder),409712001,Mitral valve prolapse,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"You generally won't need to take a blood thinner with a valve made from human or animal tissue, but those valves only last about 10 years.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Mitral valve prolapse (disorder),409712001,Mitral valve prolapse,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,"Most people with mitral valve prolapse, particularly people without symptoms, don't require treatment.",MAYO,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Mitral valve prolapse (disorder),409712001,Mitral valve prolapse,PERMANENT,0.0011520737327188,"Although mitral valve prolapse is usually a lifelong disorder, many people with this condition never have symptoms.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Intermittent explosive disorder (disorder),40987004,Intermittent explosive disorder,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,These episodes may occur frequently or be separated by weeks or months of nonaggression.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Intermittent explosive disorder (disorder),40987004,Intermittent explosive disorder,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Explosive eruptions occur suddenly, with little or no warning, and usually last less than 30 minutes.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Complete trisomy 21 syndrome (disorder),41040004,Down syndrome,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,"This test is typically performed in the first trimester, between 10 and 13 weeks of pregnancy.",MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Complete trisomy 21 syndrome (disorder),41040004,Down's syndrome,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,You can have the test at your dating scan (around 11 to 14 weeks).,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Cardiac arrest (disorder),410429000,Sudden cardiac arrest,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,"When the heart stops, the lack of oxygenated blood can cause death or permanent brain damage in minutes.",MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Bronchiolitis (disorder),4120002,Bronchiolitis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"Typically, the peak time for bronchiolitis is during the winter months.",MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Bronchiolitis (disorder),4120002,Bronchiolitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0064724919093851,Bronchiolitis typically lasts for two to three weeks.,MAYO,0.0007730962504831,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Bronchiolitis (disorder),4120002,Bronchiolitis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,Symptoms of bronchiolitis can last for several days to weeks.,MAYO,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Bronchiolitis (disorder),4120002,Bronchiolitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0041450777202072,"In a few cases, the infection is severe enough to require hospital treatment.",NHS,0.0007730962504831,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Bronchiolitis (disorder),4120002,Bronchiolitis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Around 1 in 3 children in the UK will develop bronchiolitis during their first year of life,NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Presbyopia (disorder),41256004,Presbyopia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,Progressive multifocals.,MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Angioedema (disorder),41291007,Angioedema,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"The swelling will usually get better by itself in a few days, but there are treatments that can help it settle faster and reduce the risk of it happening again.",NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Angioedema (disorder),41291007,Angioedema,PERMANENT,0.0023041474654377,"It is not normally serious, but it can be a recurring problem for some people and can very occasionally be life-threatening if it affects breathing.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
Angioedema (disorder),41291007,Angioedema,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Angioedema can usually be treated at home, although treatment in hospital may be necessary in serious cases.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Alcoholic liver damage (disorder),41309000,Alcohol-related liver disease,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"Many people die from the condition each year in the UK, and some people only find out they have liver damage when their condition reaches this stage.",NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Alcoholic liver damage (disorder),41309000,Alcohol-related liver disease,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,This usually takes 3 to 7 days from the time of your last drink,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Alcoholic liver damage (disorder),41309000,Alcohol-related liver disease,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"For people with severe alcoholic hepatitis, treatment in hospital may be necessary.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Acute myeloid leukemia - category (morphologic abnormality),413443009,Acute myeloid leukaemia,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.032258064516129,The symptoms of AML usually develop over a few weeks and become worse over time.,NHS,0.0001932740626207,0.0059914959412446,DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Acute myeloid leukemia - category (morphologic abnormality),413443009,Acute myeloid leukaemia,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,The consolidation phase of treatment lasts several months.,NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Acute myeloid leukemia - category (morphologic abnormality),413443009,Acute myeloid leukaemia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"You'll need to stay in hospital for a few weeks after the transplant, usually in a room on your own, because you'll have a high chance of getting infections.",NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Acute myeloid leukemia - category (morphologic abnormality),413443009,Acute myeloid leukaemia,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,You may be able to go home between treatment rounds.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Rickets (disorder),41345002,Rickets,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"During most seasons, 10 to 15 minutes of exposure to the sun near midday is enough.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Allergy to food (finding),414285001,Food allergy,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"For reasons that are unclear, rates of food allergies have risen sharply in the last 20 years.",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Allergy to food (finding),414285001,Food allergy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,Food allergy symptoms usually develop within a few minutes to two hours after eating the offending food.,MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Allergy to food (finding),414285001,Food allergy,PERMANENT,0.0011520737327188,"While there's ongoing research to find better treatments to reduce food allergy symptoms and prevent allergy attacks, there isn't any proven treatment that can prevent or completely relieve symptoms.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Herniated structure (morphologic abnormality),414403008,Hernia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Most people are able to go home the same day or the day after surgery and make a full recovery within a few weeks.,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Invagination (morphologic abnormality),41444002,Intussusception,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,It's the most common cause of bowel obstruction in children between the ages of 6 months and 3 years.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Blepharitis (disorder),41446000,Blepharitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Although a chalazion can be painful when developing, it can become a relatively painless swelling that feels like a small bead in your eyelid.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Intoxication with Clostridium botulinum toxin (disorder),414531002,Botulism,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,"Many people recover fully, but it may take months and extended rehabilitation therapy.",MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Intoxication with Clostridium botulinum toxin (disorder),414531002,Botulism,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"In most people, paralysis that occurred before treatment will gradually improve over the following weeks or months.",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Intoxication with Clostridium botulinum toxin (disorder),414531002,Botulism,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Signs and symptoms of foodborne botulism typically begin between 12 and 36 hours after the toxin gets into your body.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
