snomedConcept,snomedDesConcept,snomedDesIdentifier,snomedIdentifier
Environment (environment),High altitude environment (environment),284567000,276339004
Environment (environment),Temperate environment (environment),284566009,276339004
Environment (environment),Desert environment (environment),284565008,276339004
Environment (environment),Arctic environment (environment),284564007,276339004
Environment (environment),Hamlet (environment),284563001,276339004
Environment (environment),Boating marina (environment),284559008,276339004
Environment (environment),Power station (environment),284558000,276339004
Environment (environment),Rugby field (environment),284557005,276339004
Environment (environment),Private tennis court (environment),284556001,276339004
Environment (environment),Zoo - place (environment),284555002,276339004
Environment (environment),Hospital department (environment),284548004,276339004
Environment (environment),Hospice (environment),284546000,276339004
Environment (environment),Crossroads (environment),284544002,276339004
Environment (environment),Road T junction (environment),284543008,276339004
Environment (environment),Hallway (environment),284534004,276339004
Environment (environment),General indoors area of building (environment),284533005,276339004
Environment (environment),Location within secure unit (environment),284455000,276339004
Environment (environment),Church (environment),284453007,276339004
Environment (environment),Derelict site (environment),284452002,276339004
Environment (environment),Residential travel trailer park (environment),284451009,276339004
Environment (environment),Residential camp (environment),284450005,276339004
Environment (environment),House converted to multiple dwellings (environment),284444000,276339004
Environment (environment),Service area premises (environment),284443006,276339004
Environment (environment),Gas station (environment),284442001,276339004
Environment (environment),Shopping center (environment),284441008,276339004
Environment (environment),Market (environment),284440009,276339004
Environment (environment),Trade and service environment (environment),284438004,276339004
Environment (environment),Farm track (environment),284437009,276339004
Environment (environment),Pedestrian overpass (environment),284436000,276339004
Environment (environment),Footpath (environment),284435001,276339004
Environment (environment),Bridle path (environment),284434002,276339004
Environment (environment),Urban minor road (environment),284432003,276339004
Environment (environment),Garden shed (environment),284418000,276339004
