snomedConcept,snomedIdentifier,descendantId,descendantConcept,propagation,coverage
Cavernous hemangioma (disorder),416824008,445513004,Intracranial cavernous hemangioma (disorder),8,8
Cavernous hemangioma (disorder),416824008,445305001,Cavernous hemangioma of skin (disorder),8,8
Cavernous hemangioma (disorder),416824008,416824008,Cavernous hemangioma (disorder),8,8
Cavernous hemangioma (disorder),416824008,312937006,Cavernous hemangioma of retina (disorder),8,8
Cavernous hemangioma (disorder),416824008,254998002,Cavernous hemangioma of orbit (disorder),8,8
Brugada syndrome (disorder),418818005,418818005,Brugada syndrome (disorder),1,1
Epidermoid cyst (disorder),419893006,419893006,Epidermoid cyst (disorder),8,8
Epidermoid cyst (disorder),419893006,419603000,Epidermoid cyst of skin (disorder),8,8
Epidermoid cyst (disorder),419893006,404095008,Calcified epidermoid cyst (disorder),8,8
Epidermoid cyst (disorder),419893006,277339005,Spinal epidermoid cyst (disorder),8,8
Epidermoid cyst (disorder),419893006,276837006,Epidermoid cyst of brain (disorder),8,8
Epidermoid cyst (disorder),419893006,234501002,Epidermoid cyst of spleen (disorder),8,8
Epidermoid cyst (disorder),419893006,232452002,Epidermoid cyst of vocal cord (disorder),8,8
Epidermoid cyst (disorder),419893006,196548000,Epidermoid cyst of mouth (disorder),8,8
Nausea (finding),422587007,762279002,Functional nausea (disorder),7,7
Nausea (finding),422587007,723975009,Nausea and vomiting following administration of anesthetic agent (disorder),7,7
Nausea (finding),422587007,422587007,Nausea (finding),7,7
Nausea (finding),422587007,64581007,Postoperative nausea (disorder),7,7
Nausea (finding),422587007,51885006,Morning sickness (finding),7,7
Nausea (finding),422587007,37031009,Motion sickness (finding),7,7
Nausea (finding),422587007,16932000,Nausea and vomiting (disorder),7,7
Sarcoma (disorder),424413001,449293008,Sarcoma of connective tissue (disorder),12,12
Sarcoma (disorder),424413001,448711001,Sarcoma of back (disorder),12,12
Sarcoma (disorder),424413001,448710000,Sarcoma of bone (disorder),12,12
Sarcoma (disorder),424413001,448259002,Sarcoma of posterior mediastinum (disorder),12,12
Sarcoma (disorder),424413001,447885009,Sarcoma of pelvis (disorder),12,12
Sarcoma (disorder),424413001,424952003,Sarcoma of soft tissue (disorder),12,12
Sarcoma (disorder),424413001,424413001,Sarcoma (disorder),12,12
Sarcoma (disorder),424413001,423812005,Sarcoma of head and neck (disorder),12,12
Sarcoma (disorder),424413001,278050001,Sarcoma of breast (disorder),12,12
Sarcoma (disorder),424413001,254918001,Sarcoma of kidney (disorder),12,12
Sarcoma (disorder),424413001,254897006,Sarcoma of vulva (disorder),12,12
Sarcoma (disorder),424413001,254601002,Sarcoma of liver (disorder),12,12
Pudendal neuralgia (disorder),427972000,292491000119101,Neuralgia of left pudendal nerve (finding),3,3
Pudendal neuralgia (disorder),427972000,292481000119104,Neuralgia of right pudendal nerve (finding),3,3
Pudendal neuralgia (disorder),427972000,427972000,Pudendal neuralgia (finding),3,3
Anoxia caused by high altitude (disorder) ,42883007,42883007,Anoxia caused by high altitude (disorder),1,1
Intracranial hypotension (disorder),433691000124104,16476681000119105,Spontaneous intracranial hypotension (disorder),7,7
Intracranial hypotension (disorder),433691000124104,433691000124104,Intracranial hypotension (disorder),7,7
Intracranial hypotension (disorder),433691000124104,866104001,Intracranial hypotension due to cerebrospinal fluid fistula (disorder),7,7
Intracranial hypotension (disorder),433691000124104,788969005,Intracranial hypotension due to and following lumbar puncture (disorder),7,7
Intracranial hypotension (disorder),433691000124104,725000003,Secondary intracranial hypotension (disorder),7,7
Intracranial hypotension (disorder),433691000124104,700219009,Idiopathic intracranial hypotension (disorder),7,7
Intracranial hypotension (disorder),433691000124104,193069004,Intracranial hypotension following ventricular shunting (disorder),7,7
Diabetes mellitus type 2 (disorder),44054006,703138006,Type II diabetes mellitus in remission (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,359642000,Diabetes mellitus type 2 in nonobese (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,313436004,Type II diabetes mellitus without complication (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,237627000,Pregnancy and type 2 diabetes mellitus (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,237599002,Insulin treated type 2 diabetes mellitus (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,199230006,Pre-existing type 2 diabetes mellitus (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,190389009,Type II diabetes mellitus with ulcer (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,81531005,Diabetes mellitus type 2 in obese (disorder),9,9
Diabetes mellitus type 2 (disorder),44054006,44054006,Diabetes mellitus type 2 (disorder),9,9
Takotsubo cardiomyopathy (disorder),441541008,441541008,Takotsubo cardiomyopathy (disorder),1,1
Ependymoma (disorder),443643007,147121000119104,Ependymoma of central nervous system (disorder),2,2
Ependymoma (disorder),443643007,443643007,Ependymoma (disorder),2,2
Oligodendroglioma (disorder),443936004,443936004,Oligodendroglioma (disorder),3,3
Oligodendroglioma (disorder),443936004,254950006,Oligodendroglioma of spinal cord (disorder),3,3
Oligodendroglioma (disorder),443936004,254940005,Oligodendroglioma of brain (disorder),3,3
Ganglion cyst (disorder),445008009,15741161000119107,Ganglion cyst of left dorsal wrist (disorder),16,16
Ganglion cyst (disorder),445008009,773846000,Ganglion cyst of right dorsal wrist (disorder),16,16
Ganglion cyst (disorder),445008009,767190009,Ganglion of shoulder (disorder),16,16
Ganglion cyst (disorder),445008009,767185006,Ganglion of hip (disorder),16,16
Ganglion cyst (disorder),445008009,767183004,Ganglion of elbow (disorder),16,16
Ganglion cyst (disorder),445008009,445008009,Ganglion cyst (disorder),16,16
Ganglion cyst (disorder),445008009,404098005,Digital mucous cyst (disorder),16,16
Ganglion cyst (disorder),445008009,297194001,Ganglion of foot (disorder),16,16
Ganglion cyst (disorder),445008009,297193007,Ganglion of hand (disorder),16,16
Ganglion cyst (disorder),445008009,202945006,Ganglion of ankle (disorder),16,16
Ganglion cyst (disorder),445008009,202943004,Ganglion of knee (disorder),16,16
Ganglion cyst (disorder),445008009,202942009,Ganglion of wrist (disorder),16,16
Ganglion cyst (disorder),445008009,78435003,Ganglion of joint (disorder),16,16
Ganglion cyst (disorder),445008009,35852003,Ganglion of aponeurosis (disorder),16,16
Ganglion cyst (disorder),445008009,19354008,Ganglion cyst of tendon sheath (disorder),16,16
Ganglion cyst (disorder),445008009,14425001,Ganglion of yaws (disorder),16,16
Cramp in lower limb (finding),449917004,12240491000119107,Cramp of muscle of right lower limb (finding),5,5
Cramp in lower limb (finding),449917004,12240411000119103,Cramp of muscle of left lower limb (finding),5,5
Cramp in lower limb (finding),449917004,449918009,Cramp in lower leg (finding),5,5
Cramp in lower limb (finding),449917004,449917004,Cramp in lower limb (finding),5,5
Cramp in lower limb (finding),449917004,102551008,Cramp in foot (finding),5,5
Low blood pressure (disorder),45007003,16055431000119108,Hypotension following procedure (disorder),14,14
Low blood pressure (disorder),45007003,94501000119106,Transient hypotension (disorder),14,14
Low blood pressure (disorder),45007003,10901000087102,Hypotension during surgery (disorder),14,14
Low blood pressure (disorder),45007003,429561008,Exertional hypotension (disorder),14,14
Low blood pressure (disorder),45007003,408667000,Hemodialysis-associated hypotension (disorder),14,14
Low blood pressure (disorder),45007003,276519002,Neonatal hypotension (disorder),14,14
Low blood pressure (disorder),45007003,271870002,Low blood pressure reading (disorder),14,14
Low blood pressure (disorder),45007003,234171009,Drug-induced hypotension (disorder),14,14
Low blood pressure (disorder),45007003,195506001,Idiopathic hypotension (disorder),14,14
Low blood pressure (disorder),45007003,88887003,Maternal hypotension syndrome (disorder),14,14
Low blood pressure (disorder),45007003,77545000,Chronic hypotension (disorder),14,14
Low blood pressure (disorder),45007003,67763001,Hypotensive episode (disorder),14,14
Low blood pressure (disorder),45007003,45007003,Low blood pressure (disorder),14,14
Low blood pressure (disorder),45007003,28651003,Orthostatic hypotension (disorder),14,14
Shoulder pain (finding),45326000,788474009,Repetitive motion disorder of right shoulder (disorder),11,11
Shoulder pain (finding),45326000,788471001,Repetitive motion disorder of left shoulder (disorder),11,11
Shoulder pain (finding),45326000,300953009,Pain in axilla (finding),11,11
Shoulder pain (finding),45326000,267949000,Shoulder joint pain (finding),11,11
Shoulder pain (finding),45326000,203509009,Clavicle pain (finding),11,11
Shoulder pain (finding),45326000,202479004,Acromioclavicular joint pain (finding),11,11
Shoulder pain (finding),45326000,202478007,Sternoclavicular joint pain (finding),11,11
Shoulder pain (finding),45326000,162039006,Shoulder pain from abdomen (finding),11,11
Shoulder pain (finding),45326000,45326000,Shoulder pain (finding),11,11
Shoulder pain (finding),45326000,20793008,Scapulalgia (finding),11,11
Shoulder pain (finding),45326000,12349003,Danforth's sign (finding),11,11
Diabetes mellitus type 1 (disorder),46635009,368521000119107,Disorder of nerve co-occurrent and due to type 1 diabetes mellitus (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,31321000119102,Diabetes mellitus type 1 without retinopathy (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,722454003,"Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome (disorder)",13,13
Diabetes mellitus type 1 (disorder),46635009,703137001,Type I diabetes mellitus in remission (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,609566000,Pregnancy and type 1 diabetes mellitus (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,426875007,Latent autoimmune diabetes mellitus in adult (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,313435000,Type I diabetes mellitus without complication (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,199229001,Pre-existing type 1 diabetes mellitus (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,190372001,Type I diabetes mellitus maturity onset (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,190368000,Type I diabetes mellitus with ulcer (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,46635009,Diabetes mellitus type 1 (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,28032008,Insulin dependent diabetes mellitus type IB (disorder),13,13
Diabetes mellitus type 1 (disorder),46635009,23045005,Insulin dependent diabetes mellitus type IA (disorder),13,13
Achalasia (finding),48531003,48531003,Achalasia (finding),1,1
Parkinson's disease (disorder),49049000,724761004,Sporadic Parkinson disease (disorder),6,6
Parkinson's disease (disorder),49049000,718685006,Orthostatic hypotension co-occurrent and due to Parkinson's disease (disorder),6,6
Parkinson's disease (disorder),49049000,716662004,Autosomal dominant late onset Parkinson disease (disorder),6,6
Parkinson's disease (disorder),49049000,715345007,Young onset Parkinson disease (disorder),6,6
Parkinson's disease (disorder),49049000,230291001,Juvenile Parkinson's disease (disorder),6,6
Parkinson's disease (disorder),49049000,49049000,Parkinson's disease (disorder),6,6
Hip pain (finding),49218002,12400301000119102,Chronic pain following right total hip arthroplasty (finding),5,5
Hip pain (finding),49218002,12400221000119100,Chronic pain following left total hip arthroplasty (finding),5,5
Hip pain (finding),49218002,309765009,Pain due to hip joint prosthesis (disorder),5,5
Hip pain (finding),49218002,299308007,Hip joint painful on movement (finding),5,5
Hip pain (finding),49218002,49218002,Hip pain (finding),5,5
Atrial fibrillation (disorder),49436004,120041000119109,Atrial fibrillation with rapid ventricular response (disorder),12,12
Atrial fibrillation (disorder),49436004,715395008,Familial atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,440059007,Persistent atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,440028005,Permanent atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,426749004,Chronic atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,314208002,Rapid atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,300996004,Controlled atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,282825002,Paroxysmal atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,233911009,Non-rheumatic atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,233910005,Lone atrial fibrillation (disorder),12,12
Atrial fibrillation (disorder),49436004,195080001,Atrial fibrillation and flutter (disorder),12,12
Atrial fibrillation (disorder),49436004,49436004,Atrial fibrillation (disorder),12,12
Disorder of cardiovascular system (disorder),49601007,880039000,Acquired abnormality of neoaortic valve following biventricular repair of common arterial trunk (disorder),53,53
Disorder of cardiovascular system (disorder),49601007,871595003,Failure of cardiac conduit following construction of cardiac conduit (disorder),53,53
